	sector	community_name	group_category	category	count	resident_count	date	year	month	id	:@computed_region_4a3i_ccfj	:@computed_region_p8tp_5dkv	:@computed_region_4b54_tmc4	:@computed_region_kxmf_bzkv	geocoded_column.latitude	geocoded_column.longitude	geocoded_column.human_address
93	CENTRE	HIGHFIELD	Crime	Assault (Non-domestic)	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HIGHFIELD-Assault (Non-domestic)-1	3	11	10	75	51.01829467942129	-114.03720097741325	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
94	NORTHWEST	BRENTWOOD	Crime	Violence Other (Non-domestic)	1	7267	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRENTWOOD-Violence Other (Non-domestic)-1	2	4	7	50	51.09606620448589	-114.13591450014103	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
95	SOUTH	GLENDEER BUSINESS PARK	Disorder	Social Disorder	3	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GLENDEER BUSINESS PARK-Social Disorder-3	3	11	10	110	50.99012200314118	-114.03205510999715	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
96	SOUTH	SUNDANCE	Crime	Residential Break & Enter	3	9736	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNDANCE-Residential Break & Enter-3	3	13	6	52	50.90155510486336	-114.04204857668046	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
97	SOUTHEAST	NEW BRIGHTON	Crime	Street Robbery	1	13103	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NEW BRIGHTON-Street Robbery-1	3	8	4	139	50.922051675382946	-113.94524760632896	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
98	NORTHEAST	MAYLAND HEIGHTS	Crime	Theft OF Vehicle	4	5961	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MAYLAND HEIGHTS-Theft OF Vehicle-4	4	3	12	140	51.060827713742526	-114.01332524116933	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
99	NORTHEAST	WESTWINDS	Disorder	Physical Disorder	6	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WESTWINDS-Physical Disorder-6	4	1	9	80	51.103384585419136	-113.9700447787279	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
100	NORTHEAST	FRANKLIN	Disorder	Physical Disorder	5	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FRANKLIN-Physical Disorder-5	4	3	12	84	51.05892746047145	-113.9875254899815	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
101	EAST	VALLEYFIELD	Disorder	Physical Disorder	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VALLEYFIELD-Physical Disorder-2	3	11	10	102	51.009084786482404	-114.00188539153211	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
102	NORTH	NORTH HAVEN	Crime	Commercial Break & Enter	2	2359	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NORTH HAVEN-Commercial Break & Enter-2	2	4	2	61	51.095941551559434	-114.08942057511393	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
103	CENTRE	WEST HILLHURST	Disorder	Social Disorder	18	6447	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WEST HILLHURST-Social Disorder-18	2	7	7	280	51.0550588170122	-114.11515573963867	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
104	NORTHEAST	MARLBOROUGH	Crime	Theft FROM Vehicle	7	9162	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARLBOROUGH-Theft FROM Vehicle-7	4	3	12	77	51.05954540129487	-113.96998802330765	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
105	NORTHEAST	MERIDIAN	Crime	Theft OF Vehicle	7	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MERIDIAN-Theft OF Vehicle-7	4	3	12	166	51.05658668369409	-113.99651342384118	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
106	CENTRE	RENFREW	Crime	Residential Break & Enter	3	6582	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RENFREW-Residential Break & Enter-3	4	11	10	171	51.059658452148426	-114.03917583232624	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
107	WEST	ROSSCARROCK	Disorder	Social Disorder	32	3625	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROSSCARROCK-Social Disorder-32	1	2	14	281	51.04327739256294	-114.14549374099174	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
108	NORTH	SKYLINE WEST	Crime	Violence Other (Non-domestic)	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SKYLINE WEST-Violence Other (Non-domestic)-1	4	4	2	112	51.1033304198396	-114.04739202008426	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
109	EAST	DOVER	Disorder	Social Disorder	84	10351	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOVER-Social Disorder-84	3	11	10	196	51.02246299008352	-113.99315051036763	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
110	SOUTH	HAYSBORO	Crime	Commercial Break & Enter	3	7080	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HAYSBORO-Commercial Break & Enter-3	1	5	8	195	50.97221440431281	-114.08335089480715	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
111	SOUTH	BRIDLEWOOD	Crime	Residential Break & Enter	2	12641	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRIDLEWOOD-Residential Break & Enter-2	1	6	5	138	50.899454856621546	-114.10972655248429	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
112	NORTHWEST	UNIVERSITY OF CALGARY	Crime	Commercial Break & Enter	1	2367	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-UNIVERSITY OF CALGARY-Commercial Break & Enter-1	2	7	13	287	51.07502104419914	-114.12991582373081	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
113	SOUTHEAST	RIVERBEND	Crime	Theft OF Vehicle	1	9244	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RIVERBEND-Theft OF Vehicle-1	3	8	10	19	50.97597767000437	-114.0178926680503	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
114	CENTRE	MANCHESTER INDUSTRIAL	Crime	Residential Break & Enter	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MANCHESTER INDUSTRIAL-Residential Break & Enter-1	3	11	10	160	51.01325709680832	-114.05726651727566	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
115	SOUTHEAST	OGDEN	Disorder	Physical Disorder	1	8576	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-OGDEN-Physical Disorder-1	3	11	10	28	50.992096131354884	-114.01258473119236	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
116	SOUTH	CANYON MEADOWS	Crime	Commercial Robbery	1	7624	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CANYON MEADOWS-Commercial Robbery-1	1	6	5	283	50.940963833588576	-114.08218233098279	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
117	EAST	SOUTHVIEW	Disorder	Social Disorder	40	1805	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOUTHVIEW-Social Disorder-40	3	11	12	15	51.03415568472256	-113.9973381404431	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
118	CENTRE	ERLTON	Crime	Commercial Break & Enter	1	1270	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ERLTON-Commercial Break & Enter-1	1	5	10	187	51.02632811531515	-114.06314744808363	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
119	NORTH	THORNCLIFFE	Crime	Commercial Break & Enter	2	8788	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-THORNCLIFFE-Commercial Break & Enter-2	2	4	2	192	51.103099554748056	-114.06877942116893	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
120	NORTHWEST	RANCHLANDS	Crime	Theft FROM Vehicle	7	7607	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RANCHLANDS-Theft FROM Vehicle-7	2	10	3	245	51.11915824143793	-114.1836434736955	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
121	CENTRE	CAPITOL HILL	Crime	Theft OF Vehicle	1	4744	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CAPITOL HILL-Theft OF Vehicle-1	2	7	7	63	51.07266169356609	-114.09465162163508	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
122	NORTHWEST	SCENIC ACRES	Crime	Assault (Non-domestic)	1	8067	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SCENIC ACRES-Assault (Non-domestic)-1	2	9	13	148	51.11266460946807	-114.21725825966298	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
123	NORTHWEST	VARSITY	Crime	Theft OF Vehicle	5	12874	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VARSITY-Theft OF Vehicle-5	2	9	13	269	51.096001313234325	-114.16259525952493	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
124	EAST	STARFIELD	Disorder	Physical Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STARFIELD-Physical Disorder-1	3	11	10	14	51.001436541241105	-113.94003607588601	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
125	CENTRE	ALTADORE	Crime	Residential Break & Enter	1	6942	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ALTADORE-Residential Break & Enter-1	1	2	8	200	51.015948466883415	-114.10079474153764	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
126	CENTRE	MOUNT PLEASANT	Crime	Assault (Non-domestic)	1	5889	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MOUNT PLEASANT-Assault (Non-domestic)-1	2	7	7	17	51.074230696376944	-114.07602784635378	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
127	NORTHEAST	MAYLAND HEIGHTS	Crime	Assault (Non-domestic)	1	5961	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MAYLAND HEIGHTS-Assault (Non-domestic)-1	4	3	12	140	51.060827713742526	-114.01332524116933	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
128	NORTH	PANORAMA HILLS	Crime	Commercial Break & Enter	3	25710	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PANORAMA HILLS-Commercial Break & Enter-3	2	12	11	235	51.15971101107547	-114.08806340626336	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
129	SOUTH	EVERGREEN	Disorder	Social Disorder	24	21500	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EVERGREEN-Social Disorder-24	1	6	5	39	50.91871439337275	-114.11532492862042	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
130	SOUTH	ACADIA	Crime	Commercial Break & Enter	4	10520	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ACADIA-Commercial Break & Enter-4	3	5	10	174	50.972409209651765	-114.05369821963635	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
131	NORTHEAST	SADDLE RIDGE INDUSTRIAL	Disorder	Social Disorder	3	25	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SADDLE RIDGE INDUSTRIAL-Social Disorder-3	4	1	11	74	51.125189506147144	-113.97572968236095	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
132	CENTRE	QUEENS PARK VILLAGE	Disorder	Social Disorder	5	455	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-QUEENS PARK VILLAGE-Social Disorder-5	2	4	7	123	51.085142935271236	-114.0776086536901	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
133	NORTHWEST	SILVER SPRINGS	Disorder	Physical Disorder	2	8679	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVER SPRINGS-Physical Disorder-2	2	9	13	147	51.104270088383586	-114.19627989529096	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
134	SOUTHEAST	CRANSTON	Crime	Residential Break & Enter	3	19884	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CRANSTON-Residential Break & Enter-3	3	8	4	294	50.87820238990293	-113.97999151788659	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
135	WEST	CRESTMONT	Disorder	Social Disorder	6	1690	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CRESTMONT-Social Disorder-6	1	9	13	31	51.08504324565557	-114.26048585093437	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
136	SOUTH	DEER RUN	Crime	Theft FROM Vehicle	1	5065	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DEER RUN-Theft FROM Vehicle-1	3	13	6	168	50.92540672204504	-114.00908770459678	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
137	CENTRE	HIGHWOOD	Crime	Theft FROM Vehicle	2	2258	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HIGHWOOD-Theft FROM Vehicle-2	2	4	7	37	51.0923557749049	-114.07990104743979	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
138	NORTHEAST	FALCONRIDGE	Disorder	Social Disorder	79	10653	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FALCONRIDGE-Social Disorder-79	4	1	9	56	51.10330638378534	-113.94537499024918	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
139	EAST	ALBERT PARK/RADISSON HEIGHTS	Crime	Theft FROM Vehicle	14	6997	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ALBERT PARK/RADISSON HEIGHTS-Theft FROM Vehicle-14	3	11	12	121	51.04454101383472	-113.99678382147289	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
140	WEST	WEST SPRINGS	Crime	Residential Break & Enter	1	10758	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WEST SPRINGS-Residential Break & Enter-1	1	14	1	114	51.05971960915254	-114.20616821197828	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
141	CENTRE	UPPER MOUNT ROYAL	Disorder	Social Disorder	12	2478	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-UPPER MOUNT ROYAL-Social Disorder-12	1	2	14	271	51.02996707647276	-114.08502788624112	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
142	SOUTH	ACADIA	Disorder	Physical Disorder	4	10520	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ACADIA-Physical Disorder-4	3	5	10	174	50.972409209651765	-114.05369821963635	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
143	SOUTH	WALDEN	Crime	Theft FROM Vehicle	2	6228	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WALDEN-Theft FROM Vehicle-2	3	13	6	135	50.870406291791525	-114.03258961850398	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
144	WEST	LINCOLN PARK	Crime	Theft FROM Vehicle	3	2617	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LINCOLN PARK-Theft FROM Vehicle-3	1	2	8	42	51.0100906918158	-114.12955694059636	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
145	SOUTHEAST	COPPERFIELD	Crime	Violence Other (Non-domestic)	1	13823	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COPPERFIELD-Violence Other (Non-domestic)-1	3	8	4	96	50.91781021633874	-113.92945975687502	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
146	NORTHWEST	EDGEMONT	Crime	Theft OF Vehicle	1	15395	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EDGEMONT-Theft OF Vehicle-1	2	4	2	272	51.12458784624158	-114.14395321026963	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
147	EAST	APPLEWOOD PARK	Crime	Commercial Robbery	1	6981	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-APPLEWOOD PARK-Commercial Robbery-1	3	11	12	221	51.044981778174524	-113.92785764420194	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
148	SOUTH	SILVERADO	Disorder	Social Disorder	8	7655	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVERADO-Social Disorder-8	1	6	6	134	50.885075634967095	-114.07194191479823	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
149	NORTHEAST	MCCALL	Crime	Theft OF Vehicle	3	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MCCALL-Theft OF Vehicle-3	4	3	9	81	51.08899753730401	-114.02709667340615	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
150	WEST	WILDWOOD	Disorder	Social Disorder	6	2709	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WILDWOOD-Social Disorder-6	1	2	14	170	51.058257995027624	-114.1585414178044	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
151	SOUTHEAST	12B	Disorder	Social Disorder	3	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-12B-Social Disorder-3	3	8	4	211	50.93923166497027	-113.89868649727674	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
152	CENTRE	HILLHURST	Crime	Residential Break & Enter	2	6558	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HILLHURST-Residential Break & Enter-2	2	7	7	40	51.057268028313786	-114.09364637665843	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
153	CENTRE	CAPITOL HILL	Crime	Theft FROM Vehicle	8	4744	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CAPITOL HILL-Theft FROM Vehicle-8	2	7	7	63	51.07266169356609	-114.09465162163508	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
154	CENTRE	WINDSOR PARK	Disorder	Physical Disorder	2	4584	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WINDSOR PARK-Physical Disorder-2	1	5	8	144	51.00504575889471	-114.08355230577988	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
155	NORTHEAST	MAYLAND	Disorder	Social Disorder	4	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MAYLAND-Social Disorder-4	3	3	12	167	51.05239340641198	-114.01029661308269	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
156	CENTRE	MOUNT PLEASANT	Disorder	Physical Disorder	3	5889	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MOUNT PLEASANT-Physical Disorder-3	2	7	7	17	51.074230696376944	-114.07602784635378	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
157	SOUTH	EAST FAIRVIEW INDUSTRIAL	Disorder	Social Disorder	14	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EAST FAIRVIEW INDUSTRIAL-Social Disorder-14	3	5	10	1	50.984076872028766	-114.03860130535111	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
158	EAST	GOLDEN TRIANGLE	Crime	Commercial Break & Enter	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GOLDEN TRIANGLE-Commercial Break & Enter-2	3	11	10	87	51.013362804604995	-113.98533101125072	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
159	CENTRE	BELTLINE	Disorder	Physical Disorder	52	25129	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BELTLINE-Physical Disorder-52	3	5	14	260	51.03743792621707	-114.05518879725622	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
160	WEST	WEST SPRINGS	Disorder	Physical Disorder	3	10758	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WEST SPRINGS-Physical Disorder-3	1	14	1	114	51.05971960915254	-114.20616821197828	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
161	NORTH	HUNTINGTON HILLS	Crime	Commercial Robbery	1	13420	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HUNTINGTON HILLS-Commercial Robbery-1	4	4	2	261	51.11758229183931	-114.06670944395931	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
162	NORTH	KINCORA	Crime	Theft OF Vehicle	1	6889	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KINCORA-Theft OF Vehicle-1	2	10	3	220	51.16026670748173	-114.13286512975175	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
163	SOUTH	PALLISER	Disorder	Social Disorder	5	3672	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PALLISER-Social Disorder-5	1	5	8	66	50.96676468628611	-114.11215380042373	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
164	CENTRE	RICHMOND	Crime	Commercial Break & Enter	2	4962	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RICHMOND-Commercial Break & Enter-2	1	2	14	181	51.02970543469487	-114.11842246884257	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
165	NORTHEAST	MARTINDALE	Crime	Residential Break & Enter	3	14245	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARTINDALE-Residential Break & Enter-3	4	1	9	180	51.11791372594209	-113.9583871171306	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
166	SOUTH	MIDNAPORE	Crime	Theft FROM Vehicle	6	7270	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MIDNAPORE-Theft FROM Vehicle-6	3	13	6	263	50.91563847466349	-114.05761494838394	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
167	NORTH	NOLAN HILL	Crime	Theft FROM Vehicle	6	7505	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NOLAN HILL-Theft FROM Vehicle-6	2	10	3	188	51.17533568082921	-114.16633939998917	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
168	NORTHWEST	BOWNESS	Crime	Theft FROM Vehicle	11	11150	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BOWNESS-Theft FROM Vehicle-11	2	9	13	149	51.08335944242536	-114.18782602664336	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
169	EAST	DOVER	Crime	Violence Other (Non-domestic)	1	10351	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOVER-Violence Other (Non-domestic)-1	3	11	10	196	51.02246299008352	-113.99315051036763	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
170	SOUTH	WOODBINE	Disorder	Physical Disorder	1	8866	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WOODBINE-Physical Disorder-1	1	6	5	43	50.939610852207664	-114.12962865374453	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
171	NORTHEAST	WHITEHORN	Crime	Assault (Non-domestic)	4	12019	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WHITEHORN-Assault (Non-domestic)-4	4	3	9	145	51.08877341271908	-113.97006816364696	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
172	NORTHWEST	ROCKY RIDGE	Disorder	Social Disorder	4	8398	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROCKY RIDGE-Social Disorder-4	2	9	13	193	51.1442149536924	-114.24589901587044	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
173	CENTRE	DOWNTOWN EAST VILLAGE	Disorder	Physical Disorder	1	3893	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOWNTOWN EAST VILLAGE-Physical Disorder-1	3	7	7	65	51.0470648849671	-114.05081510146456	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
174	NORTHEAST	TEMPLE	Crime	Residential Break & Enter	1	10977	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TEMPLE-Residential Break & Enter-1	4	3	9	22	51.08879458506016	-113.94676773665904	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
175	NORTHEAST	CASTLERIDGE	Crime	Theft FROM Vehicle	6	6127	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CASTLERIDGE-Theft FROM Vehicle-6	4	1	9	119	51.10525413453473	-113.96102973195798	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
176	NORTH	SKYLINE WEST	Crime	Commercial Break & Enter	3	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SKYLINE WEST-Commercial Break & Enter-3	4	4	2	112	51.1033304198396	-114.04739202008426	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
177	NORTHEAST	STONEGATE LANDING	Disorder	Social Disorder	4	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STONEGATE LANDING-Social Disorder-4	4	1	11	6	51.16446858199437	-113.98668274803757	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
